Is Walker-Warburg syndrome inherited?,This condition is inherited in an autosomal recessive pattern.,
What are the treatments for Walker-Warburg syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) warfarin resistance?,A condition in which individuals have a high tolerance for the drug warfarin. ,
How many people are affected by warfarin resistance?,"Warfarin resistance is thought to be a rare condition,although its prevalence is unknown.",
What are the genetic changes related to warfarin resistance?,Many genes are involved in the metabolism of warfarin and in determining the drug's effects in the body. ,
Is warfarin resistance inherited?,The polymorphisms associated with this condition are inherited in an autosomal dominant pattern.,
What are the treatments for warfarin resistance?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) warfarin sensitivity?,Warfarin sensitivity is a condition in which individuals have a low tolerance for the drug warfarin. ,
How many people are affected by warfarin sensitivity?,The prevalence of warfarin sensitivity is unknown.,
What are the genetic changes related to warfarin sensitivity?,Many genes are involved in the metabolism of warfarin and in determining the drug's effects in the body. ,
Is warfarin sensitivity inherited?,The polymorphisms associated with this condition are inherited in an autosomal dominant pattern.,
What are the treatments for warfarin sensitivity?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Warsaw breakage syndrome?,Warsaw breakage syndrome is a condition that can cause multiple abnormalities. ,
How many people are affected by Warsaw breakage syndrome?,At least four cases have been described in the medical literature.,
What are the genetic changes related to Warsaw breakage syndrome?,Mutations in the DDX11 gene cause Warsaw breakage syndrome.,
Is Warsaw breakage syndrome inherited?,This condition is inherited in an autosomal recessive pattern.,
What are the treatments for Warsaw breakage syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Weaver syndrome?,"A condition that involves tall stature with or without a large head size,a variable degree of intellectual disability.",
How many people are affected by Weaver syndrome?,About 50 affected individuals have been described in the medical literature.,
What are the genetic changes related to Weaver syndrome?,Weaver syndrome is usually caused by mutations in the EZH2 gene. ,
Is Weaver syndrome inherited?,This condition is inherited in an autosomal dominant pattern.,
What are the treatments for Weaver syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Weill-Marchesani syndrome?,Weill-Marchesani syndrome is a disorder of connective tissue. ,
How many people are affected by Weill-Marchesani syndrome?,"It has an estimated prevalence of 1 in 100,000 people.",
What are the genetic changes related to Weill-Marchesani syndrome?,Mutations in the ADAMTS10 and FBN1 genes can cause Weill-Marchesani syndrome. ,
Is Weill-Marchesani syndrome inherited?,This can be inherited in either an autosomal recessive or an autosomal dominant pattern.,
What are the treatments for Weill-Marchesani syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Weissenbacher-Zweymller syndrome?,A condition that affects bone growth. ,
How many people are affected by Weissenbacher-Zweymller syndrome?,Only a few families with the disorder have been reported worldwide.,
What are the genetic changes related to Weissenbacher-Zweymller syndrome?,Mutations in the COL11A2 gene cause Weissenbacher-Zweymller syndrome. ,
Is Weissenbacher-Zweymller syndrome inherited?,This condition is inherited in an autosomal dominant pattern.,
What are the treatments for Weissenbacher-Zweymller syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Werner syndrome?,"Werner syndrome is characterized by the dramatic,rapid appearance of features associated with normal aging.",
How many people are affected by Werner syndrome?,"Werner syndrome is estimated to affect 1 in 200,000 individuals in the United States. ",
What are the genetic changes related to Werner syndrome?,Mutations in the WRN gene cause Werner syndrome.,
Is Werner syndrome inherited?,Werner syndrome is inherited in an autosomal recessive pattern.,
What are the treatments for Werner syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Weyers acrofacial dysostosis?,"A disorder that affects the development of the teeth,nails and bones. ",
How many people are affected by Weyers acrofacial dysostosis?,Only a few affected families have been identified worldwide.,
What are the genetic changes related to Weyers acrofacial dysostosis?,Most cases of Weyers acrofacial dysostosis result from mutations in the EVC2 gene.,
Is Weyers acrofacial dysostosis inherited?,Weyers acrofacial dysostosis is inherited in an autosomal dominant patternr. ,
What are the treatments for Weyers acrofacial dysostosis?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) white sponge nevus?,A condition characterized by the formation of white patches of tissue called nevi that appear as sponge-like tissue.,
How many people are affected by white sponge nevus?,"It is estimated to affect less than 1 in 200,000 individuals worldwide.",
What are the genetic changes related to white sponge nevus?,Mutations in the KRT4 or KRT13 gene cause white sponge nevus. ,
Is white sponge nevus inherited?,This condition is inherited in an autosomal dominant pattern.,
What are the treatments for white sponge nevus?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Williams syndrome?,Williams syndrome is a developmental disorder that affects many parts of the body.,
How many people are affected by Williams syndrome?,"Williams syndrome affects an estimated 1 in 7,500 to 10,000 people.",
What are the genetic changes related to Williams syndrome?,Williams syndrome is caused by the deletion of genetic material from a specific region of chromosome 7.,
Is Williams syndrome inherited?,Most cases of Williams syndrome are not inherited.,
What are the treatments for Williams syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Wilson disease?,An inherited disorder in which excessive amounts of copper accumulate in the body.,
How many people are affected by Wilson disease?,"Wilson disease is a rare disorder that affects approximately 1 in 30,000 individuals.",
What are the genetic changes related to Wilson disease?,Wilson disease is caused by mutations in the ATP7B gene.,
Is Wilson disease inherited?,This condition is inherited in an autosomal recessive pattern. ,
What are the treatments for Wilson disease?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Winchester syndrome?,"A rare disease characterized by a loss of bone tissue,particularly in the hands and feet. ",
How many people are affected by Winchester syndrome?,Winchester syndrome is a rare condition whose prevalence is unknown. ,
What are the genetic changes related to Winchester syndrome?,Winchester syndrome is caused by mutations in the MMP14 gene . ,
Is Winchester syndrome inherited?,This condition is inherited in an autosomal recessive pattern.,
What are the treatments for Winchester syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling,Palliative Care.",
What is (are) Wiskott-Aldrich syndrome?,This syndrome is characterized by abnormal immune system function and a reduced ability to form blood clots. ,
How many people are affected by Wiskott-Aldrich syndrome?,The estimated incidence of Wiskott-Aldrich syndrome is between 1 and 10 cases per million males worldwide.,
What are the genetic changes related to Wiskott-Aldrich syndrome?,Mutations in the WAS gene cause Wiskott-Aldrich syndrome. ,
Is Wiskott-Aldrich syndrome inherited?,This condition is inherited in an X-linked pattern.,
What are the treatments for Wiskott-Aldrich syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Wolf-Hirschhorn syndrome?,Wolf-Hirschhorn syndrome is a condition that affects many parts of the body. ,
How many people are affected by Wolf-Hirschhorn syndrome?,"The prevalence of Wolf-Hirschhorn syndrome is estimated to be 1 in 50,000 births. ",
What are the genetic changes related to Wolf-Hirschhorn syndrome?,It is caused by a deletion of genetic material near the end of the short (p) arm of chromosome 4. ,
Is Wolf-Hirschhorn syndrome inherited?,Between 85 and 90 percent of all cases of Wolf-Hirschhorn syndrome are not inherited. ,
What are the treatments for Wolf-Hirschhorn syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Wolff-Parkinson-White syndrome?,A condition characterized by abnormal electrical pathways in the heart. ,
How many people are affected by Wolff-Parkinson-White syndrome?,"Wolff-Parkinson-White syndrome affects 1 to 3 in 1,000 people worldwide.",
What are the genetic changes related to Wolff-Parkinson-White syndrome?,Mutations in the PRKAG2 gene cause Wolff-Parkinson-White syndrome.,
Is Wolff-Parkinson-White syndrome inherited?,Most cases of Wolff-Parkinson-White syndrome occur in people with no apparent family history of the condition. ,
What are the treatments for Wolff-Parkinson-White syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) Wolfram syndrome?,Wolfram syndrome is a condition that affects many of the body's systems. ,
How many people are affected by Wolfram syndrome?,"The estimated prevalence of Wolfram syndrome type 1 is 1 in 500,000 people worldwide.",
What are the genetic changes related to Wolfram syndrome?,Mutations in the WFS1 gene cause more than 90 percent of Wolfram syndrome type 1 cases.,
Is Wolfram syndrome inherited?,When Wolfram syndrome is caused by mutations in the WFS1 gene.,
What are the treatments for Wolfram syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation.",
What is (are) Wolman disease?,Wolman disease is a rare inherited condition involving the breakdown and use of fats and cholesterol in the body. ,
How many people are affected by Wolman disease?,"Wolman disease is estimated to occur in 1 in 350,000 newborns.",
What are the genetic changes related to Wolman disease?,Mutations in the LIPA gene cause Wolman disease.  ,
Is Wolman disease inherited?,This condition is inherited in an autosomal recessive pattern. ,
What are the treatments for Wolman disease?,"Diagnostic Tests,Drug Therapy,Genetic Counseling.",
What is (are) X-linked adrenal hypoplasia congenita?,X-linked adrenal hypoplasia congenita is a disorder that mainly affects males.,
How many people are affected by X-linked adrenal hypoplasia congenita?,"X-linked adrenal hypoplasia congenita is estimated to affect 1 in 12,500 newborns.",
What are the genetic changes related to X-linked adrenal hypoplasia congenita?,Mutations in the NR0B1 gene cause X-linked adrenal hypoplasia congenita. ,
Is X-linked adrenal hypoplasia congenita inherited?,This condition is inherited in an X-linked recessive pattern.,
What are the treatments for X-linked adrenal hypoplasia congenita?,"Diagnostic Tests,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked adrenoleukodystrophy?,X-linked adrenoleukodystrophy is a genetic disorder that occurs primarily in males.,
How many people are affected by X-linked adrenoleukodystrophy?,"The prevalence of X-linked adrenoleukodystrophy is 1 in 20,000 to 50,000 individuals worldwide.",
What are the genetic changes related to X-linked adrenoleukodystrophy?,Mutations in the ABCD1 gene cause X-linked adrenoleukodystrophy. ,
Is X-linked adrenoleukodystrophy inherited?,X-linked adrenoleukodystrophy is inherited in an X-linked pattern.,
What are the treatments for X-linked adrenoleukodystrophy?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked agammaglobulinemia?,X-linked agammaglobulinemia is a condition that affects the immune system and occurs almost exclusively in males.,
How many people are affected by X-linked agammaglobulinemia?,"XLA occurs in approximately 1 in 200,000 newborns.",
What are the genetic changes related to X-linked agammaglobulinemia?,Mutations in the BTK gene cause XLA. ,
Is X-linked agammaglobulinemia inherited?,This condition is inherited in an X-linked recessive pattern. ,
What are the treatments for X-linked agammaglobulinemia?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked chondrodysplasia punctata 1?,A disorder of cartilage and bone development that occurs almost exclusively in males. ,
How many people are affected by X-linked chondrodysplasia punctata 1?,The prevalence of X-linked chondrodysplasia punctata 1 is unknown. ,
What are the genetic changes related to X-linked chondrodysplasia punctata 1?,X-linked chondrodysplasia punctata 1 is caused by genetic changes involving the ARSE gene. ,
Is X-linked chondrodysplasia punctata 1 inherited?,This condition is inherited in an X-linked recessive pattern.,
What are the treatments for X-linked chondrodysplasia punctata 1?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked chondrodysplasia punctata 2?,"A disorder characterized by bone,skin,and eye abnormalities. ",
How many people are affected by X-linked chondrodysplasia punctata 2?,"It has been estimated to affect fewer than 1 in 400,000 newborns. ",
What are the genetic changes related to X-linked chondrodysplasia punctata 2?,X-linked chondrodysplasia punctata 2 is caused by mutations in the EBP gene. ,
Is X-linked chondrodysplasia punctata 2 inherited?,This condition is inherited in an X-linked dominant pattern. ,
What are the treatments for X-linked chondrodysplasia punctata 2?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked congenital stationary night blindness?,"A disorder of the retina,which is the specialized tissue at the back of the eye that detects light and color. ",
How many people are affected by X-linked congenital stationary night blindness?,The prevalence of this condition is unknown.,
What are the genetic changes related to X-linked congenital stationary night blindness?,Mutations in the NYX and CACNA1F genes cause of this disease.,
Is X-linked congenital stationary night blindness inherited?,This condition is inherited in an X-linked recessive pattern.,
What are the treatments for X-linked congenital stationary night blindness?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked creatine deficiency?,X-linked creatine deficiency is an inherited disorder that primarily affects the brain. ,
How many people are affected by X-linked creatine deficiency?,The prevalence of X-linked creatine deficiency is unknown. ,
What are the genetic changes related to X-linked creatine deficiency?,Mutations in the SLC6A8 gene cause X-linked creatine deficiency. ,
Is X-linked creatine deficiency inherited?,This condition is inherited in an X-linked pattern. ,
What are the treatments for X-linked creatine deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked dystonia-parkinsonism?,A movement disorder that has been found only in people of Filipino descent.,
How many people are affected by X-linked dystonia-parkinsonism?,X-linked dystonia-parkinsonism has been reported in more than 500 people of Filipino descen.,
What are the genetic changes related to X-linked dystonia-parkinsonism?,Mutations in and near the TAF1 gene can cause X-linked dystonia-parkinsonism.,
Is X-linked dystonia-parkinsonism inherited?,This condition is inherited in an X-linked recessive pattern.,
What are the treatments for X-linked dystonia-parkinsonism?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked hyper IgM syndrome?,A condition that affects the immune system and occurs almost exclusively in males. ,
How many people are affected by X-linked hyper IgM syndrome?,X-linked hyper IgM syndrome is estimated to occur in 2 per million newborn boys.,
Is X-linked hyper IgM syndrome inherited?  ,This condition is inherited in an X-linked recessive pattern. ,
What are the treatments for X-linked hyper IgM syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
"What is (are) X-linked immunodeficiency with magnesium defect,Epstein-Barr virus infection,and neoplasia?",A disorder that affects the immune system in males. In XMEN.,
"How many people are affected by X-linked immunodeficiency with magnesium defect,Epstein-Barr virus infection,and neoplasia?",Only a few affected individuals have been described in the medical literature.,
"What are the genetic changes related to X-linked immunodeficiency with magnesium defect,Epstein-Barr virus infection and neoplasia?",XMEN is caused by mutations in the MAGT1 gene.,
"Is X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia inherited?",This condition is inherited in an X-linked recessive pattern. ,
"What are the treatments for X-linked immunodeficiency with magnesium defect,Epstein-Barr virus infection,and neoplasia?","Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation.",
What is (are) X-linked infantile nystagmus?,X-linked infantile nystagmus is a condition characterized by abnormal eye movements.,
How many people are affected by X-linked infantile nystagmus?,Tthe precise incidence of X-linked infantile nystagmus is unknown.,
What are the genetic changes related to X-linked infantile nystagmus?,Mutations in the FRMD7 gene cause X-linked infantile nystagmus. ,
Is X-linked infantile nystagmus inherited?,This condition is inherited in an X-linked pattern. ,
What are the treatments for X-linked infantile nystagmus?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked infantile spasm syndrome?,A seizure disorder characterized by a type of seizure known as infantile spasms. ,
How many people are affected by X-linked infantile spasm syndrome?,"Infantile spasms are estimated to affect 1 to 1.6 in 100,000 individuals. ",
What are the genetic changes related to X-linked infantile spasm syndrome?,X-linked infantile spasm syndrome is caused by mutations in either the ARX gene or the CDKL5 gene. ,
Is X-linked infantile spasm syndrome inherited?,X-linked infantile spasm syndrome can have different inheritance patterns depending on the genetic cause.,
What are the treatments for X-linked infantile spasm syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
"What is (are) X-linked intellectual disability, Siderius type?",A condition characterized by mild to moderate intellectual disability that affects only males.,
"How many people are affected by X-linked intellectual disability,Siderius type? ","It has a prevalence of 1 in 600 to 1,000 males.",
"What are the genetic changes related to X-linked intellectual disability, Siderius type?","X-linked intellectual disability, Siderius type is caused by mutations in the PHF8 gene.",
"Is X-linked intellectual disability, Siderius type inherited?",This condition is inherited in an X-linked recessive pattern. ,
"What are the treatments for X-linked intellectual disability, Siderius type?","Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked juvenile retinoschisis?,A condition characterized by impaired vision that begins in childhood and occurs almost exclusively in males.,
How many people are affected by X-linked juvenile retinoschisis?,"The prevalence of X-linked juvenile retinoschisis is estimated to be 1 in 5,000 to 25,000 men worldwide.",
What are the genetic changes related to X-linked juvenile retinoschisis?,Mutations in the RS1 gene cause most cases of X-linked juvenile retinoschisis. ,
Is X-linked juvenile retinoschisis inherited?,This condition is inherited in an X-linked recessive pattern. ,
What are the treatments for X-linked juvenile retinoschisis?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked lissencephaly with abnormal genitalia?,A condition that affects the development of the brain and genitalia. ,
How many people are affected by X-linked lissencephaly with abnormal genitalia?,Approximately 30 affected families have been described in the medical literature.,
What are the genetic changes related to X-linked lissencephaly with abnormal genitalia?,Mutations in the ARX gene cause XLAG. ,
Is X-linked lissencephaly with abnormal genitalia inherited?,This condition is inherited in an X-linked pattern. ,
What are the treatments for X-linked lissencephaly with abnormal genitalia?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked lymphoproliferative disease?,A disorder of the immune system and blood-forming cells that is found exclusively in males. ,
How many people are affected by X-linked lymphoproliferative disease?,XLP1 is estimated to occur in about 1 per million males worldwide. ,
What are the genetic changes related to X-linked lymphoproliferative disease?,Mutations in the SH2D1A and XIAP genes cause XLP.  ,
Is X-linked lymphoproliferative disease inherited?,This condition is generally inherited in an X-linked recessive pattern. ,
What are the treatments for X-linked lymphoproliferative disease?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling,Palliative Care.",
What is (are) X-linked myotubular myopathy?,A condition that primarily affects muscles used for movement  and occurs almost exclusively in males.,
How many people are affected by X-linked myotubular myopathy?,"The incidence of X-linked myotubular myopathy is estimated to be 1 in 50,000 newborn males worldwide.",
What are the genetic changes related to X-linked myotubular myopathy?,Mutations in the MTM1 gene cause X-linked myotubular myopathy. ,
Is X-linked myotubular myopathy inherited?,X-linked myotubular myopathy is inherited in an X-linked recessive pattern. ,
What are the treatments for X-linked myotubular myopathy?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked severe combined immunodeficiency?,An inherited disorder of the immune system that occurs almost exclusively in males. ,
How many people are affected by X-linked severe combined immunodeficiency?,X-linked SCID is the most common form of severe combined immunodeficiency.,
What are the genetic changes related to X-linked severe combined immunodeficiency?,Mutations in the IL2RG gene cause X-linked SCID. ,
Is X-linked severe combined immunodeficiency inherited?,This condition is inherited in an X-linked recessive pattern. ,
What are the treatments for X-linked severe combined immunodeficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked sideroblastic anemia?,An inherited disorder that prevents developing red blood cells  from making enough hemoglobin. ,
How many people are affected by X-linked sideroblastic anemia?,"However, researchers believe that it may not be as rare as they once thought. ",
What are the genetic changes related to X-linked sideroblastic anemia?,Mutations in the ALAS2 gene cause X-linked sideroblastic anemia. ,
Is X-linked sideroblastic anemia inherited?,This condition is inherited in an X-linked recessive pattern. ,
What are the treatments for X-linked sideroblastic anemia?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling.",
What is (are) X-linked sideroblastic anemia and ataxia?,A condition characterized by a blood disorder called sideroblastic anemia and movement problems known as ataxia. ,
What are the genetic changes related to X-linked sideroblastic anemia and ataxia?,Mutations in the ABCB7 gene cause X-linked sideroblastic anemia and ataxia. 
Is X-linked sideroblastic anemia and ataxia inherited?,This condition is inherited in an X-linked recessive pattern. 
What are the treatments for X-linked sideroblastic anemia and ataxia?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) X-linked spondyloepiphyseal dysplasia tarda?,A condition that impairs bone growth and occurs almost exclusively in males. 
How many people are affected by X-linked spondyloepiphyseal dysplasia tarda?,"The prevalence is estimated to be 1 in 150,000 to 200,000 people worldwide."
What are the genetic changes related to X-linked spondyloepiphyseal dysplasia tarda?,Mutations in the TRAPPC2 gene cause X-linked spondyloepiphyseal dysplasia tarda.
Is X-linked spondyloepiphyseal dysplasia tarda inherited?,It is inherited in an X-linked recessive pattern.
What are the treatments for X-linked spondyloepiphyseal dysplasia tarda?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) X-linked thrombocytopenia?,X-linked thrombocytopenia is a bleeding disorder that primarily affects males. 
How many people are affected by X-linked thrombocytopenia?,The estimated incidence of X-linked thrombocytopenia is between 1 and 10 per million males worldwide.
What are the genetic changes related to X-linked thrombocytopenia?,Mutations in the WAS gene cause X-linked thrombocytopenia. 
Is X-linked thrombocytopenia inherited?,This condition is inherited in an X-linked pattern. 
What are the treatments for X-linked thrombocytopenia?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) xeroderma pigmentosum?,An inherited condition characterized by an extreme sensitivity to ultraviolet (UV) rays from sunlight.
How many people are affected by xeroderma pigmentosum?,It is estimated to affect about 1 in 1 million people in the United States and Europe. 
What are the genetic changes related to xeroderma pigmentosum?,Xeroderma pigmentosum is caused by mutations in genes that are involved in repairing damaged DNA.
Is xeroderma pigmentosum inherited?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for xeroderma pigmentosum?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) Y chromosome infertility?,A condition that affects the production of sperm.
How many people are affected by Y chromosome infertility?,"Y chromosome infertility occurs in approximately 1 in 2,000 to 1 in 3,000 males of all ethnic groups. "
What are the genetic changes related to Y chromosome infertility?,This form of infertility is caused by changes in the Y chromosome. 
Is Y chromosome infertility inherited?,This condition is usually caused by new deletions on the Y chromosome. 
What are the treatments for Y chromosome infertility?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is ZAP70-related severe combined immunodeficiency?,An inherited disorder that damages the immune system. 
How many people are affected by ZAP70-related severe combined immunodeficiency?,Only about 20 affected individuals have been identified.
What are the genetic changes related to ZAP70-related severe combined immunodeficiency?,This condition is caused by mutations in the ZAP70 gene. 
Is ZAP70-related severe combined immunodeficiency inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for ZAP70-related severe combined immunodeficiency?,"Drug Therapy,Surgery and Rehabilitation,Genetic Counseling, Palliative Care."
What is (are) Zellweger spectrum disorder?,A group of conditions that have overlapping signs and symptoms and affect many parts of the body. 
How many people are affected by Zellweger spectrum disorder?,"It is estimated to occur in 1 in 50,000 individuals."
What are the genetic changes related to Zellweger spectrum disorder?,Mutations in at least 12 genes have been found to cause this disorder.
Is Zellweger spectrum disorder inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for Zellweger spectrum disorder?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 15q13.3 microdeletion?,A chromosomal change in which a small piece of chromosome 15 is deleted in each cell. 
How many people are affected by 15q13.3 microdeletion?,"15q13.3 microdeletion likely occurs in about 1 in 40,000 people in the general population. "
What are the genetic changes related to 15q13.3 microdeletion?,Most people with a 15q13.3 microdeletion are missing a sequence of about 2 million DNA building blocks .
Is 15q13.3 microdeletion inherited?,15q13.3 microdeletion is inherited in an autosomal dominant pattern.
What are the treatments for 15q13.3 microdeletion?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling,Palliative Care."
What is (are) 15q24 microdeletion?,A chromosomal change in which a small piece of chromosome 15 is deleted in each cell. 
How many people are affected by 15q24 microdeletion?,Only a few dozen affected individuals have been identified.
What are the genetic changes related to 15q24 microdeletion?,People with a 15q24 microdeletion are missing between 1.7 million and 6.1 million DNA building blocks.
Is 15q24 microdeletion inherited?,The identified cases of 15q24 microdeletion have occurred in people with no history of the condition in their family.
What are the treatments for 15q24 microdeletion?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 16p11.2 deletion syndrome?,A disorder caused by a deletion of a small piece of chromosome 16.
How many people are affected by 16p11.2 deletion syndrome?,Its actual incidence is unknown.
What are the genetic changes related to 16p11.2 deletion syndrome?,"People with 16p11.2 deletion syndrome are missing a sequence of about 600,000 DNA building blocks."
Is 16p11.2 deletion syndrome inherited?,16p11.2 deletion syndrome is considered to have an autosomal dominant inheritance pattern.
What are the treatments for 16p11.2 deletion syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
"What is (are) 17 alpha-hydroxylase/17,20-lyase deficiency?",A condition that affects the function of certain hormone-producing glands called the gonad and the adrenal glands. 
"How many people are affected by 17 alpha-hydroxylase/17,20-lyase deficiency?",It is estimated to occur in 1 in 1 million people worldwide.
"What are the genetic changes related to 17 alpha-hydroxylase/17,20-lyase deficiency?","17-hydroxylase/17,20-lyase deficiency is caused by mutations in the CYP17A1 gene. "
"Is 17 alpha-hydroxylase/17,20-lyase deficiency inherited?",This condition is inherited in an autosomal recessive pattern. 
"What are the treatments for 17 alpha-hydroxylase/17,20-lyase deficiency?","Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 17-beta hydroxysteroid dehydrogenase 3 deficiency?,A condition that affects male sexual development
How many people are affected by 17-beta hydroxysteroid dehydrogenase 3 deficiency?,"This condition occurs in approximately 1 in 147,000 newborns."
What are the genetic changes related to 17-beta hydroxysteroid dehydrogenase 3 deficiency?,Mutations in the HSD17B3 gene cause this syndrome. 
Is 17-beta hydroxysteroid dehydrogenase 3 deficiency inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for 17-beta hydroxysteroid dehydrogenase 3 deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 18q deletion syndrome?,A chromosomal condition that results when a piece of chromosome 18 is missing.
How many people are affected by 18q deletion syndrome?,"18q deletion syndrome occurs in an estimated 1 in 40,000 newborns. "
What are the genetic changes related to 18q deletion syndrome?,18q deletion syndrome is caused by a deletion of genetic material from the long arm of chromosome 18. 
Is 18q deletion syndrome inherited?,Most cases of 18q deletion syndrome are not inherited. 
What are the treatments for 18q deletion syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 1p36 deletion syndrome?,A disorder that typically causes severe intellectual disability. 
How many people are affected by 1p36 deletion syndrome?,"1p36 deletion syndrome is believed to affect between 1 in 5,000 and 1 in 10,000 newborns. "
What are the genetic changes related to 1p36 deletion syndrome?,This syndrome is caused by a deletion of genetic material from a specific region in the short arm of chromosome 1. 
Is 1p36 deletion syndrome inherited?,Most cases of 1p36 deletion syndrome are not inherited. 
What are the treatments for 1p36 deletion syndrome?,"Diagnostic Tests,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 1q21.1 microdeletion?,1q21.1 microdeletion is a chromosomal change in which a small piece of chromosome 1 is deleted in each cell. 
How many people are affected by 1q21.1 microdeletion?,Only a few dozen individuals with this deletion have been reported in the medical literature.
What are the genetic changes related to 1q21.1 microdeletion?,Most people with a 1q21.1 microdeletion are missing a sequence of about 1.35 million DNA building blocks.
Is 1q21.1 microdeletion inherited?,1q21.1 microdeletion is inherited in an autosomal dominant pattern.
What are the treatments for 1q21.1 microdeletion?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 2-hydroxyglutaric aciduria?,A condition that causes progressive damage to the brain. 
